query,label
Can I work from home if my child is sick and I need to care for them?,hr_policies
What is John Smith's job title and department?,employee_db
Can you show me today's high and low stock prices for Apple Inc.?,web_search
Are there any standard operating procedures for deploying new code to production environments?,internal_docs
How does our company handle employee confidentiality agreements for new hires?,internal_docs
What are the current security protocols for remote access to our servers?,internal_docs
Can you show me a list of all employees who have been with us for more than 15 years?,employee_db
Are there any ongoing protests or demonstrations around the world related to climate change and environmental issues?,web_search
How many times has John Smith been promoted since joining our company?,employee_db
Is there a limit on the number of paid parental leave days available?,hr_policies
Can you provide me with a list of all clients who have exceeded their quarterly sales targets twice in the past year?,crm_leads
How do we go about requesting a reasonable accommodation under the Americans with Disabilities Act (ADA)?,hr_policies
Can you provide information on recent mergers and acquisitions in the tech industry?,web_search
"Can I see the personnel file for David Kim, specifically his education background?",employee_db
Where is the documentation for our custom-built workflow automation tool?,internal_docs
Can you find me an article on the impact of blockchain technology on supply chain management and logistics?,web_search
What are the top 5 highest-paid employees in our company right now?,employee_db
I need a summary of the top headlines from yesterday's Financial Times.,web_search
Can you explain the reasoning behind choosing React as our frontend framework of choice?,internal_docs
What is the current ranking of the top 10 most valuable companies in the world?,web_search
Can you give me a list of all active deals in the technology sector with contract values above $3 million?,crm_leads
What is the most recent update to our company's data encryption protocols?,internal_docs
Can you show me Sarah Lee's individual performance review from Q2 last year?,employee_db
Do we have any documentation on guidelines for writing technical reports?,internal_docs
Can you provide a breakdown of contract values by industry for all active deals?,crm_leads
Is there a way to view an employee's performance review from previous years?,employee_db
How do I request an extension on my existing PTO days?,employee_db
I need to know if Maria Rodriguez has used all her available vacation time this year.,employee_db
Can you provide me with a list of recent NASA missions to Mars?,web_search
"What is our company's policy on using company resources (e.g., phones, laptops) for personal use?",hr_policies
How many people were affected by the recent natural disaster in Japan?,web_search
What is the average cost of a gallon of gasoline in the United States for the past year?,web_search
"What is John Smith's PTO balance, and how many days does he need to take off before it rolls over?",employee_db
Can you give me a breakdown of contract values by region or industry for the past year?,crm_leads
How many people have been affected by the recent floods in Bangladesh according to UN reports?,web_search
What are the rules regarding outside employment or consulting while working at the company?,hr_policies
Can you show me the salary range for a new hire in the marketing department?,employee_db
Are there any available databases containing information on ongoing space missions?,web_search
